"Bin "," nEvents "," Efficiencies"
150,0,0.0e+00
200,0,0.0e+00
250,0,0.0e+00
300,0,0.0e+00
350,0,0.0e+00
400,1,0.0e+00
450,0,0.0e+00
500,0,0.0e+00
600,0,0.0e+00
700,2,1.0e-05
800,1,9.0e-05
900,3,4.0e-05
1000,3,1.6e-04
1150,11,6.1e-04
