"Bin "," nEvents "," Efficiencies"
50,3,4.0e-05
100,6,3.0e-05
150,5,9.0e-05
200,0,8.0e-05
250,2,5.0e-05
300,2,4.0e-05
350,3,1.3e-04
400,2,1.1e-04
500,1,5.0e-05
600,29,6.6e-04
