"Bin "," nEvents "," Efficiencies"
50,6,2.60e-04
70,1,1.00e-04
80,2,9.00e-05
90,1,1.30e-04
100,4,7.00e-05
120,3,4.00e-05
140,5,9.00e-05
160,4,3.00e-05
180,5,1.30e-04
200,4,5.00e-05
220,4,1.20e-04
240,3,4.00e-05
260,2,7.00e-05
280,1,1.20e-04
300,1,1.30e-04
320,1,4.00e-05
340,4,8.00e-05
360,5,1.30e-04
400,8,4.70e-04
500,9,4.40e-04
600,7,3.30e-04
700,11,4.20e-04
800,56,2.69e-03
