Bin , nEvents , Efficiencies
150,31,0.00124
200,73,0.00292
250,87,0.00348
300,76,0.00304
350,54,0.00216
400,74,0.00296
450,52,0.00208
500,85,0.0034
600,64,0.00256
700,53,0.00212
800,36,0.00144
900,29,0.00116
1000,19,0.00076
1150,44,0.00176
