"Bin "," nEvents "," Efficiencies"
"150","0","1.0000e-05"
"160","1","1.5000e-05"
"170","0","2.5000e-05"
"180","0","3.5000e-05"
"190","0","3.0000e-05"
"200","1","9.5000e-05"
"220","1","2.5000e-04"
"240","2","1.9500e-04"
"260","0","2.7500e-04"
"280","2","3.3000e-04"
"300","4","3.3000e-04"
"320","2","3.9500e-04"
"340","1","5.0500e-04"
"360","5","5.1000e-04"
"380","4","6.2500e-04"
"400","6","5.3000e-04"
"420","6","6.2500e-04"
"440","9","6.5000e-04"
"460","7","6.8000e-04"
"480","7","5.9000e-04"
"500","13","7.8000e-04"
"520","20","6.4500e-04"
"540","25","6.5500e-04"
"560","30","8.4500e-04"
"580","30","8.4000e-04"
"600","49","1.5950e-03"
"630","63","1.7050e-03"
"660","60","2.0500e-03"
"690","54","2.1850e-03"
"720","56","2.2200e-03"
"750","69","2.2650e-03"
"780","54","2.0700e-03"
"810","77","2.3400e-03"
"840","86","2.4000e-03"
"870","83","2.8850e-03"
"900","132","4.1650e-03"
"950","146","4.0500e-03"
"1000","151","4.7150e-03"
"1050","168","5.2800e-03"
"1100","186","5.4900e-03"
"1150","191","5.2850e-03"
"1200","220","5.1850e-03"
"1250","252","6.4400e-03"
"1310","294","6.6250e-03"
"1370","270","7.6650e-03"
"1430","264","6.6500e-03"
"1490","355","7.1750e-03"
"1550","359","6.9950e-03"
"1610","416","8.2600e-03"
"1680","411","9.0000e-03"
"1750","475","8.5850e-03"
"1820","445","8.7200e-03"
"1890","602","9.7400e-03"
"1970","570","1.0475e-02"
"2050","637","1.0890e-02"
