Bin , nEvents , Efficiencies
150,0,0
160,1,4e-05
170,0,0
180,0,0
190,0,0
200,1,4e-05
220,0,0
240,1,4e-05
260,0,0
280,0,0
300,0,0
320,0,0
340,0,0
360,0,0
380,0,0
400,1,4e-05
420,0,0
440,0,0
460,0,0
480,0,0
500,2,8e-05
520,1,4e-05
540,1,4e-05
560,0,0
580,0,0
600,0,0
630,1,4e-05
660,1,4e-05
690,1,4e-05
720,2,8e-05
750,1,4e-05
780,2,8e-05
810,0,0
840,2,8e-05
870,4,0.00016
900,6,0.00024
950,6,0.00024
1000,18,0.00072
1050,16,0.00064
1100,25,0.001
1150,27,0.00108
1200,28,0.00112
1250,41,0.00164
1310,39,0.00156
1370,33,0.00132
1430,40,0.0016
1490,37,0.00148
1550,38,0.00152
1610,58,0.00232
1680,51,0.00204
1750,59,0.00236
1820,59,0.00236
1890,61,0.00244
1970,85,0.0034
2050,82,0.00328
