"Bin "," nEvents "," Efficiencies"
150,0,3.0000e-05
160,2,4.5000e-05
170,0,7.5000e-05
180,2,1.0500e-04
190,1,9.0000e-05
200,4,2.8500e-04
220,5,6.7000e-04
240,9,5.8500e-04
260,7,8.2500e-04
280,12,8.3000e-04
300,20,9.1000e-04
320,31,1.1850e-03
340,46,1.4350e-03
360,43,1.3700e-03
380,32,1.7150e-03
400,51,1.5900e-03
420,58,1.8750e-03
440,53,1.7100e-03
460,69,1.7200e-03
480,66,1.6900e-03
500,64,2.1000e-03
520,72,1.7750e-03
540,81,1.8050e-03
560,73,2.0550e-03
580,77,1.8800e-03
600,140,3.8250e-03
630,133,3.7550e-03
660,147,4.3900e-03
690,162,4.7150e-03
720,177,4.7400e-03
750,176,4.6350e-03
780,184,4.6900e-03
810,189,4.7000e-03
840,221,5.3600e-03
870,223,5.9350e-03
900,372,9.2950e-03
950,372,9.5100e-03
1000,342,1.0305e-02
1050,441,1.0560e-02
1100,449,1.0870e-02
1150,481,1.0815e-02
1200,469,1.0835e-02
1250,610,1.3000e-02
1310,598,1.2035e-02
1370,660,1.3235e-02
1430,597,1.1950e-02
1490,645,1.2565e-02
1550,660,1.1385e-02
1610,792,1.3180e-02
1680,768,1.2760e-02
1750,772,1.1995e-02
1820,719,1.1360e-02
1890,844,1.2260e-02
1970,844,1.2145e-02
2050,715,1.1470e-02
