Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,1,4e-05
200,0,0
220,1,4e-05
240,1,4e-05
260,0,0
280,1,4e-05
300,0,0
320,0,0
340,0,0
360,0,0
380,0,0
400,0,0
420,1,4e-05
440,0,0
460,2,8e-05
480,2,8e-05
500,0,0
520,3,0.00012
540,2,8e-05
560,3,0.00012
580,3,0.00012
600,4,0.00016
630,1,4e-05
660,6,0.00024
690,15,0.0006
720,9,0.00036
750,14,0.00056
780,20,0.0008
810,20,0.0008
840,16,0.00064
870,23,0.00092
900,39,0.00156
950,36,0.00144
1000,40,0.0016
1050,36,0.00144
1100,42,0.00168
1150,51,0.00204
1200,46,0.00184
1250,68,0.00272
1310,84,0.00336
1370,78,0.00312
1430,102,0.00408
1490,69,0.00276
1550,88,0.00352
1610,103,0.00412
1680,107,0.00428
1750,128,0.00512
1820,132,0.00528
1890,162,0.00648
1970,174,0.00696
2050,160,0.0064
