Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,0,0
190,2,4e-05
200,2,4e-05
220,1,2e-05
240,0,0
260,2,4e-05
280,1,2e-05
300,1,2e-05
320,2,4e-05
340,0,0
360,2,4e-05
380,1,2e-05
400,5,0.0001
420,4,8e-05
440,5,0.0001
460,4,8e-05
480,4,8e-05
500,5,0.0001
520,9,0.00018
540,13,0.00026
560,19,0.00038
580,6,0.00012
600,23,0.00046
630,32,0.00064
660,40,0.0008
690,49,0.00098
720,56,0.00112
750,47,0.00094
780,63,0.00126
810,79,0.00158
840,82,0.00164
870,86,0.00172
900,138,0.00276
950,148,0.00296
1000,136,0.00272
1050,145,0.0029
1100,169,0.00338
1150,180,0.0036
1200,195,0.0039
1250,209,0.00418
1310,234,0.00468
1370,218,0.00436
1430,248,0.00496
1490,271,0.00542
1550,264,0.00528
1610,315,0.0063
1680,339,0.00678
1750,394,0.00788
1820,377,0.00754
1890,451,0.00902
1970,442,0.00884
2050,485,0.0097
