Bin , nEvents , Efficiencies
150,2,4e-05
160,2,4e-05
170,3,6e-05
180,0,0
190,5,0.0001
200,10,0.0002
220,14,0.00028
240,10,0.0002
260,24,0.00048
280,42,0.00084
300,39,0.00078
320,36,0.00072
340,60,0.0012
360,76,0.00152
380,63,0.00126
400,65,0.0013
420,115,0.0023
440,97,0.00194
460,90,0.0018
480,121,0.00242
500,119,0.00238
520,99,0.00198
540,117,0.00234
560,132,0.00264
580,121,0.00242
600,205,0.0041
630,210,0.0042
660,218,0.00436
690,223,0.00446
720,253,0.00506
750,242,0.00484
780,279,0.00558
810,282,0.00564
840,269,0.00538
870,294,0.00588
900,464,0.00928
950,537,0.01074
1000,509,0.01018
1050,519,0.01038
1100,552,0.01104
1150,543,0.01086
1200,592,0.01184
1250,641,0.01282
1310,726,0.01452
1370,676,0.01352
1430,650,0.013
1490,661,0.01322
1550,690,0.0138
1610,809,0.01618
1680,758,0.01516
1750,679,0.01358
1820,695,0.0139
1890,762,0.01524
1970,713,0.01426
2050,620,0.0124
