Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,4,8e-05
200,6,0.00012
220,5,0.0001
240,10,0.0002
260,11,0.00022
280,11,0.00022
300,10,0.0002
320,18,0.00036
340,15,0.0003
360,20,0.0004
380,32,0.00064
400,39,0.00078
420,51,0.00102
440,53,0.00106
460,63,0.00126
480,62,0.00124
500,58,0.00116
520,76,0.00152
540,69,0.00138
560,76,0.00152
580,79,0.00158
600,136,0.00272
630,141,0.00282
660,139,0.00278
690,154,0.00308
720,160,0.0032
750,159,0.00318
780,150,0.003
810,176,0.00352
840,175,0.0035
870,194,0.00388
900,301,0.00602
950,342,0.00684
1000,369,0.00738
1050,371,0.00742
1100,365,0.0073
1150,407,0.00814
1200,407,0.00814
1250,544,0.01088
1310,525,0.0105
1370,581,0.01162
1430,616,0.01232
1490,577,0.01154
1550,589,0.01178
1610,690,0.0138
1680,707,0.01414
1750,707,0.01414
1820,671,0.01342
1890,759,0.01518
1970,766,0.01532
2050,795,0.0159
