Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,0,0
180,0,0
190,0,0
200,2,4e-05
220,0,0
240,0,0
260,4,8e-05
280,7,0.00014
300,8,0.00016
320,6,0.00012
340,1,2e-05
360,14,0.00028
380,14,0.00028
400,19,0.00038
420,21,0.00042
440,25,0.0005
460,32,0.00064
480,33,0.00066
500,33,0.00066
520,44,0.00088
540,44,0.00088
560,53,0.00106
580,54,0.00108
600,94,0.00188
630,81,0.00162
660,92,0.00184
690,119,0.00238
720,106,0.00212
750,121,0.00242
780,116,0.00232
810,122,0.00244
840,133,0.00266
870,139,0.00278
900,254,0.00508
950,263,0.00526
1000,228,0.00456
1050,278,0.00556
1100,280,0.0056
1150,305,0.0061
1200,299,0.00598
1250,387,0.00774
1310,404,0.00808
1370,434,0.00868
1430,412,0.00824
1490,440,0.0088
1550,439,0.00878
1610,525,0.0105
1680,554,0.01108
1750,556,0.01112
1820,572,0.01144
1890,601,0.01202
1970,641,0.01282
2050,679,0.01358
