Bin , nEvents , Efficiencies
150,0,0
200,2,4e-05
250,4,8e-05
300,5,0.0001
350,11,0.00022
400,14,0.00028
450,18,0.00036
500,40,0.0008
600,37,0.00074
700,38,0.00076
800,34,0.00068
900,34,0.00068
1000,42,0.00084
1150,53,0.00106
