Bin , nEvents , Efficiencies
150,0,0
200,1,2e-05
250,2,4e-05
300,3,6e-05
350,5,0.0001
400,1,2e-05
450,6,0.00012
500,8,0.00016
550,16,0.00032
650,88,0.00176
