Bin , nEvents , Efficiencies
152.41,566,0.01132
165.05,744,0.01488
178.75,776,0.01552
193.57,829,0.01658
209.63,906,0.01812
227.02,993,0.01986
245.86,1065,0.0213
266.25,1122,0.02244
288.34,1158,0.02316
312.26,1253,0.02506
338.16,1260,0.0252
366.21,1327,0.02654
396.59,1318,0.02636
429.49,1390,0.0278
465.12,1316,0.02632
503.71,1328,0.02656
545.49,1372,0.02744
590.74,1273,0.02546
639.75,1217,0.02434
692.82,1216,0.02432
750.29,1112,0.02224
812.54,1104,0.02208
879.94,980,0.0196
952.94,886,0.01772
1032,770,0.0154
1117.6,635,0.0127
1210.3,579,0.01158
1310.7,437,0.00874
1419.4,329,0.00658
1537.2,266,0.00532
1664.7,206,0.00412
1802.8,159,0.00318
1952.4,109,0.00218
2114.3,61,0.00122
2289.7,41,0.00082
2479.7,20,0.0004
