Bin , nEvents , Efficiencies
152.41,725,0.0145
165.05,850,0.017
178.75,961,0.01922
193.57,1084,0.02168
209.63,1091,0.02182
227.02,1328,0.02656
245.86,1320,0.0264
266.25,1428,0.02856
288.34,1362,0.02724
312.26,1429,0.02858
338.16,1430,0.0286
366.21,1430,0.0286
396.59,1407,0.02814
429.49,1338,0.02676
465.12,1387,0.02774
503.71,1261,0.02522
545.49,1203,0.02406
590.74,1141,0.02282
639.75,1026,0.02052
692.82,892,0.01784
750.29,757,0.01514
812.54,644,0.01288
879.94,571,0.01142
952.94,431,0.00862
1032,340,0.0068
1117.6,254,0.00508
1210.3,216,0.00432
1310.7,152,0.00304
1419.4,97,0.00194
1537.2,94,0.00188
1664.7,63,0.00126
1802.8,24,0.00048
1952.4,16,0.00032
2114.3,15,0.0003
2289.7,8,0.00016
2479.7,3,6e-05
