Bin , nEvents , Efficiencies
152.41,94,0.00188
165.05,112,0.00224
178.75,161,0.00322
193.57,184,0.00368
209.63,217,0.00434
227.02,266,0.00532
245.86,318,0.00636
266.25,388,0.00776
288.34,465,0.0093
312.26,534,0.01068
338.16,614,0.01228
366.21,714,0.01428
396.59,794,0.01588
429.49,948,0.01896
465.12,1029,0.02058
503.71,1314,0.02628
545.49,1512,0.03024
590.74,1531,0.03062
639.75,1748,0.03496
692.82,1830,0.0366
750.29,1903,0.03806
812.54,2093,0.04186
879.94,2138,0.04276
952.94,2049,0.04098
1032,2023,0.04046
1117.6,1953,0.03906
1210.3,1806,0.03612
1310.7,1583,0.03166
1419.4,1342,0.02684
1537.2,1083,0.02166
1664.7,857,0.01714
1802.8,690,0.0138
1952.4,504,0.01008
2114.3,346,0.00692
2289.7,238,0.00476
2479.7,156,0.00312
