Bin , nEvents , Efficiencies
152.41,16,0.00032
165.05,18,0.00036
178.75,29,0.00058
193.57,45,0.0009
209.63,72,0.00144
227.02,89,0.00178
245.86,114,0.00228
266.25,116,0.00232
288.34,166,0.00332
312.26,213,0.00426
338.16,253,0.00506
366.21,292,0.00584
396.59,346,0.00692
429.49,414,0.00828
465.12,494,0.00988
503.71,603,0.01206
545.49,648,0.01296
590.74,808,0.01616
639.75,974,0.01948
692.82,1041,0.02082
750.29,1247,0.02494
812.54,1296,0.02592
879.94,1530,0.0306
952.94,1683,0.03366
1032,1837,0.03674
1117.6,2008,0.04016
1210.3,2148,0.04296
1310.7,2191,0.04382
1419.4,2283,0.04566
1537.2,2179,0.04358
1664.7,2101,0.04202
1802.8,1967,0.03934
1952.4,1784,0.03568
2114.3,1512,0.03024
2289.7,1198,0.02396
2479.7,962,0.01924
