152.41,203,0.00406
165.05,244,0.00488
178.75,312,0.00624
193.57,371,0.00742
209.63,416,0.00832
227.02,495,0.0099
245.86,541,0.01082
266.25,628,0.01256
288.34,740,0.0148
312.26,944,0.01888
338.16,1037,0.02074
366.21,1144,0.02288
396.59,1301,0.02602
429.49,1451,0.02902
465.12,1689,0.03378
503.71,1809,0.03618
545.49,1882,0.03764
590.74,2008,0.04016
639.75,2033,0.04066
692.82,2075,0.0415
750.29,1937,0.03874
812.54,1925,0.0385
879.94,1805,0.0361
952.94,1544,0.03088
1032,1282,0.02564
1117.6,1255,0.0251
1210.3,930,0.0186
1310.7,759,0.01518
1419.4,517,0.01034
1537.2,415,0.0083
1664.7,328,0.00656
1802.8,220,0.0044
1952.4,166,0.00332
2114.3,106,0.00212
2289.7,50,0.001
2479.7,33,0.00066
