Bin , nEvents , Efficiencies
152.41,43,0.00086
165.05,63,0.00126
178.75,86,0.00172
193.57,116,0.00232
209.63,145,0.0029
227.02,177,0.00354
245.86,216,0.00432
266.25,257,0.00514
288.34,284,0.00568
312.26,329,0.00658
338.16,397,0.00794
366.21,533,0.01066
396.59,564,0.01128
429.49,697,0.01394
465.12,756,0.01512
503.71,920,0.0184
545.49,1019,0.02038
590.74,1154,0.02308
639.75,1325,0.0265
692.82,1454,0.02908
750.29,1667,0.03334
812.54,1922,0.03844
879.94,1919,0.03838
952.94,2086,0.04172
1032,2159,0.04318
1117.6,2201,0.04402
1210.3,2216,0.04432
1310.7,1991,0.03982
1419.4,1955,0.0391
1537.2,1686,0.03372
1664.7,1541,0.03082
1802.8,1172,0.02344
1952.4,1080,0.0216
2114.3,755,0.0151
2289.7,552,0.01104
2479.7,372,0.00744
