Bin , nEvents , Efficiencies
150,6,0.00012
160,14,0.00028
170,14,0.00028
180,12,0.00024
190,12,0.00024
200,50,0.001
220,51,0.00102
240,75,0.0015
260,80,0.0016
280,100,0.002
300,78,0.00156
320,113,0.00226
340,120,0.0024
360,125,0.0025
380,156,0.00312
400,136,0.00272
420,159,0.00318
440,172,0.00344
460,150,0.003
480,164,0.00328
500,167,0.00334
520,183,0.00366
540,192,0.00384
560,195,0.0039
580,176,0.00352
600,272,0.00544
630,305,0.0061
660,317,0.00634
690,305,0.0061
720,330,0.0066
750,335,0.0067
780,308,0.00616
810,327,0.00654
840,329,0.00658
870,360,0.0072
900,574,0.01148
950,556,0.01112
1000,606,0.01212
1050,571,0.01142
1100,599,0.01198
1150,561,0.01122
1200,546,0.01092
1250,654,0.01308
1310,658,0.01316
1370,619,0.01238
1430,626,0.01252
1490,577,0.01154
1550,551,0.01102
1610,599,0.01198
1680,629,0.01258
1750,581,0.01162
1820,531,0.01062
1890,609,0.01218
1970,565,0.0113
2050,504,0.01008
