Bin , nEvents , Efficiencies
150,11,0.00022
160,5,0.0001
170,8,0.00016
180,15,0.0003
190,16,0.00032
200,43,0.00086
220,55,0.0011
240,58,0.00116
260,78,0.00156
280,82,0.00164
300,96,0.00192
320,94,0.00188
340,115,0.0023
360,125,0.0025
380,150,0.003
400,138,0.00276
420,149,0.00298
440,158,0.00316
460,164,0.00328
480,151,0.00302
500,209,0.00418
520,163,0.00326
540,188,0.00376
560,182,0.00364
580,195,0.0039
600,303,0.00606
630,325,0.0065
660,292,0.00584
690,327,0.00654
720,297,0.00594
750,277,0.00554
780,327,0.00654
810,316,0.00632
840,342,0.00684
870,369,0.00738
900,579,0.01158
950,607,0.01214
1000,581,0.01162
1050,603,0.01206
1100,602,0.01204
1150,554,0.01108
1200,603,0.01206
1250,681,0.01362
1310,704,0.01408
1370,656,0.01312
1430,596,0.01192
1490,601,0.01202
1550,617,0.01234
1610,715,0.0143
1680,578,0.01156
1750,641,0.01282
1820,580,0.0116
1890,588,0.01176
1970,549,0.01098
2050,504,0.01008
