Bin , nEvents , Efficiencies
150,5,0.0001
160,5,0.0001
170,4,8e-05
180,6,0.00012
190,11,0.00022
200,17,0.00034
220,37,0.00074
240,38,0.00076
260,45,0.0009
280,58,0.00116
300,78,0.00156
320,66,0.00132
340,97,0.00194
360,93,0.00186
380,107,0.00214
400,130,0.0026
420,120,0.0024
440,134,0.00268
460,141,0.00282
480,138,0.00276
500,151,0.00302
520,174,0.00348
540,147,0.00294
560,192,0.00384
580,184,0.00368
600,269,0.00538
630,274,0.00548
660,299,0.00598
690,267,0.00534
720,316,0.00632
750,300,0.006
780,323,0.00646
810,325,0.0065
840,306,0.00612
870,355,0.0071
900,568,0.01136
950,626,0.01252
1000,562,0.01124
1050,565,0.0113
1100,555,0.0111
1150,603,0.01206
1200,578,0.01156
1250,704,0.01408
1310,690,0.0138
1370,609,0.01218
1430,678,0.01356
1490,618,0.01236
1550,611,0.01222
1610,704,0.01408
1680,647,0.01294
1750,663,0.01326
1820,586,0.01172
1890,679,0.01358
1970,634,0.01268
2050,570,0.0114
