Bin , nEvents , Efficiencies
150,5,0.0001
160,6,0.00012
170,13,0.00026
180,11,0.00022
190,9,0.00018
200,37,0.00074
220,39,0.00078
240,43,0.00086
260,46,0.00092
280,81,0.00162
300,72,0.00144
320,115,0.0023
340,96,0.00192
360,109,0.00218
380,114,0.00228
400,113,0.00226
420,151,0.00302
440,158,0.00316
460,148,0.00296
480,166,0.00332
500,176,0.00352
520,148,0.00296
540,139,0.00278
560,171,0.00342
580,175,0.0035
600,266,0.00532
630,280,0.0056
660,306,0.00612
690,296,0.00592
720,306,0.00612
750,316,0.00632
780,311,0.00622
810,314,0.00628
840,329,0.00658
870,346,0.00692
900,582,0.01164
950,571,0.01142
1000,565,0.0113
1050,593,0.01186
1100,594,0.01188
1150,589,0.01178
1200,583,0.01166
1250,690,0.0138
1310,682,0.01364
1370,690,0.0138
1430,661,0.01322
1490,593,0.01186
1550,586,0.01172
1610,683,0.01366
1680,651,0.01302
1750,609,0.01218
1820,606,0.01212
1890,607,0.01214
1970,610,0.0122
2050,548,0.01096
