Bin , nEvents , Efficiencies
150,12,0.00024
160,22,0.00044
170,20,0.0004
180,27,0.00054
190,31,0.00062
200,66,0.00132
220,81,0.00162
240,104,0.00208
260,102,0.00204
280,116,0.00232
300,106,0.00212
320,118,0.00236
340,117,0.00234
360,140,0.0028
380,153,0.00306
400,143,0.00286
420,168,0.00336
440,184,0.00368
460,175,0.0035
480,172,0.00344
500,186,0.00372
520,175,0.0035
540,179,0.00358
560,173,0.00346
580,187,0.00374
600,284,0.00568
630,272,0.00544
660,284,0.00568
690,324,0.00648
720,318,0.00636
750,333,0.00666
780,297,0.00594
810,305,0.0061
840,339,0.00678
870,321,0.00642
900,528,0.01056
950,506,0.01012
1000,553,0.01106
1050,548,0.01096
1100,612,0.01224
1150,534,0.01068
1200,520,0.0104
1250,586,0.01172
1310,619,0.01238
1370,583,0.01166
1430,599,0.01198
1490,599,0.01198
1550,552,0.01104
1610,638,0.01276
1680,580,0.0116
1750,563,0.01126
1820,505,0.0101
1890,559,0.01118
1970,573,0.01146
2050,458,0.00916
