Bin , nEvents , Efficiencies
50,1,4e-05
70,4,0.00016
80,7,0.00028
90,7,0.00028
100,11,0.00044
120,16,0.00064
140,18,0.00072
160,11,0.00044
180,13,0.00052
200,18,0.00072
220,14,0.00056
240,18,0.00072
260,24,0.00096
280,15,0.0006
300,18,0.00072
320,12,0.00048
340,24,0.00096
360,20,0.0008
400,74,0.00296
500,53,0.00212
600,49,0.00196
700,38,0.00152
800,138,0.00552
