Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,1,2e-05
300,0,0
320,2,4e-05
340,2,4e-05
360,1,2e-05
380,1,2e-05
400,1,2e-05
420,3,6e-05
440,4,8e-05
460,0,0
480,1,2e-05
500,6,0.00012
520,7,0.00014
540,6,0.00012
560,4,8e-05
580,7,0.00014
600,8,0.00016
630,14,0.00028
660,13,0.00026
690,17,0.00034
720,17,0.00034
750,20,0.0004
780,33,0.00066
810,30,0.0006
840,39,0.00078
870,34,0.00068
900,60,0.0012
950,85,0.0017
1000,71,0.00142
1050,83,0.00166
1100,71,0.00142
1150,99,0.00198
1200,92,0.00184
1250,119,0.00238
1310,139,0.00278
1370,134,0.00268
1430,153,0.00306
1490,154,0.00308
1550,156,0.00312
1610,189,0.00378
1680,244,0.00488
1750,210,0.0042
1820,265,0.0053
1890,308,0.00616
1970,297,0.00594
2050,348,0.00696
