Bin , nEvents , Efficiencies
150,0,0
160,1,2e-05
170,1,2e-05
180,1,2e-05
190,0,0
200,0,0
220,2,4e-05
240,1,2e-05
260,4,8e-05
280,2,4e-05
300,2,4e-05
320,1,2e-05
340,0,0
360,1,2e-05
380,1,2e-05
400,8,0.00016
420,1,2e-05
440,3,6e-05
460,4,8e-05
480,5,0.0001
500,9,0.00018
520,8,0.00016
540,8,0.00016
560,15,0.0003
580,13,0.00026
600,33,0.00066
630,25,0.0005
660,33,0.00066
690,45,0.0009
720,37,0.00074
750,37,0.00074
780,58,0.00116
810,60,0.0012
840,59,0.00118
870,65,0.0013
900,90,0.0018
950,132,0.00264
1000,106,0.00212
1050,128,0.00256
1100,107,0.00214
1150,143,0.00286
1200,144,0.00288
1250,171,0.00342
1310,192,0.00384
1370,195,0.0039
1430,252,0.00504
1490,220,0.0044
1550,218,0.00436
1610,293,0.00586
1680,343,0.00686
1750,340,0.0068
1820,360,0.0072
1890,411,0.00822
1970,455,0.0091
2050,510,0.0102
