Bin , nEvents , Efficiencies
152.41,229,0.00458
165.05,265,0.0053
178.75,357,0.00714
193.57,357,0.00714
209.63,415,0.0083
227.02,484,0.00968
245.86,542,0.01084
266.25,592,0.01184
288.34,688,0.01376
312.26,723,0.01446
338.16,790,0.0158
366.21,873,0.01746
396.59,930,0.0186
429.49,987,0.01974
465.12,1055,0.0211
503.71,1141,0.02282
545.49,1203,0.02406
590.74,1242,0.02484
639.75,1329,0.02658
692.82,1400,0.028
750.29,1418,0.02836
812.54,1422,0.02844
879.94,1564,0.03128
952.94,1494,0.02988
1032,1476,0.02952
1117.6,1371,0.02742
1210.3,1406,0.02812
1310.7,1435,0.0287
1419.4,1311,0.02622
1537.2,1256,0.02512
1664.7,1085,0.0217
1802.8,1014,0.02028
1952.4,903,0.01806
2114.3,755,0.0151
2289.7,597,0.01194
2479.7,494,0.00988
