Bin , nEvents , Efficiencies
152.41,236,0.00537
165.05,283,0.00577
178.75,298,0.00721
193.57,368,0.00789
209.63,440,0.00942
227.02,526,0.01048
245.86,567,0.01211
266.25,665,0.01306
288.34,694,0.01443
312.26,757,0.01504
338.16,890,0.01671
366.21,905,0.01805
396.59,965,0.0199 
429.49,1047,0.02185
465.12,1130,0.02336
503.71,1135,0.0235 
545.49,1195,0.02538
590.74,1354,0.02531
639.75,1383,0.02699
692.82,1378,0.02763
750.29,1375,0.02819
812.54,1467,0.02937
879.94,1458,0.02898
952.94,1406,0.02786
1032,1384,0.02792
1117.6,1321,0.02614
1210.3,1333,0.02411
1310.7,1246,0.02375
1419.4,1136,0.02228
1537.2,1035,0.01992
1664.7,874,0.01758
1802.8,807,0.01521
1952.4,652,0.01319
2114.3,535,0.01084
2289.7,427,0.0085 
2479.7,316,0.00694
