"Bin "," nEvents "," Efficiencies"
"152.41","218","0.00508   "
"165.05","271","0.00556   "
"178.75","351","0.00620667"
"193.57","398","0.00762   "
"209.63","425","0.00866   "
"227.02","490","0.00964667"
"245.86","479","0.01118667"
"266.25","589","0.01317333"
"288.34","668","0.01351333"
"312.26","726","0.01439333"
"338.16","812","0.01584667"
"366.21","867","0.01761333"
"396.59","940","0.01906   "
"429.49","983","0.02077333"
"465.12","1094","0.0229    "
"503.71","1122","0.02320667"
"545.49","1160","0.02396   "
"590.74","1228","0.02523333"
"639.75","1387","0.02664667"
"692.82","1386","0.02778   "
"750.29","1458","0.02893333"
"812.54","1424","0.02944   "
"879.94","1415","0.02942   "
"952.94","1461","0.02832667"
"1032","1419","0.02884   "
"1117.6","1496","0.02793333"
"1210.3","1277","0.02704667"
"1310.7","1265","0.02597333"
"1419.4","1147","0.02462667"
"1537.2","1072","0.02164   "
"1664.7","1012","0.02076   "
"1802.8","869","0.0176    "
"1952.4","773","0.01492   "
"2114.3","644","0.01238   "
"2289.7","574","0.01020667"
"2479.7","430","0.00846"
