Bin , nEvents , Efficiencies
152.41,68,0.00136
165.05,115,0.0023
178.75,159,0.00318
193.57,186,0.00372
209.63,252,0.00504
227.02,274,0.00548
245.86,298,0.00596
266.25,343,0.00686
288.34,395,0.0079
312.26,438,0.00876
338.16,601,0.01202
366.21,653,0.01306
396.59,722,0.01444
429.49,842,0.01684
465.12,974,0.01948
503.71,1083,0.02166
545.49,1246,0.02492
590.74,1366,0.02732
639.75,1490,0.0298
692.82,1732,0.03464
750.29,1759,0.03518
812.54,1881,0.03762
879.94,2052,0.04104
952.94,2052,0.04104
1032,2085,0.0417
1117.6,2165,0.0433
1210.3,2160,0.0432
1310.7,1995,0.0399
1419.4,1733,0.03466
1537.2,1645,0.0329
1664.7,1285,0.0257
1802.8,1083,0.02166
1952.4,858,0.01716
2114.3,603,0.01206
2289.7,437,0.00874
2479.7,313,0.00626
