Bin , nEvents , Efficiencies
50,5,0.0001
100,3,6e-05
150,6,0.00012
200,3,6e-05
250,4,8e-05
300,2,4e-05
350,5,0.0001
400,8,0.00016
500,7,0.00014
600,54,0.00108
