Bin , nEvents , Efficiencies
150,173,0.00346
160,178,0.00356
170,208,0.00416
180,191,0.00382
190,218,0.00436
200,408,0.00816
220,435,0.0087
240,450,0.009
260,491,0.00982
280,483,0.00966
300,492,0.00984
320,480,0.0096
340,475,0.0095
360,498,0.00996
380,474,0.00948
400,516,0.01032
420,512,0.01024
440,511,0.01022
460,454,0.00908
480,520,0.0104
500,470,0.0094
520,449,0.00898
540,412,0.00824
560,400,0.008
580,428,0.00856
600,641,0.01282
630,586,0.01172
660,548,0.01096
690,523,0.01046
720,517,0.01034
750,479,0.00958
780,503,0.01006
810,427,0.00854
840,437,0.00874
870,385,0.0077
900,637,0.01274
950,583,0.01166
1000,545,0.0109
1050,496,0.00992
1100,437,0.00874
1150,397,0.00794
1200,305,0.0061
1250,364,0.00728
1310,334,0.00668
1370,295,0.0059
1430,235,0.0047
1490,198,0.00396
1550,208,0.00416
1610,191,0.00382
1680,172,0.00344
1750,119,0.00238
1820,98,0.00196
1890,102,0.00204
1970,100,0.002
2050,61,0.00122
