Bin , nEvents , Efficiencies
150,108,0.00216
160,130,0.0026
170,146,0.00292
180,131,0.00262
190,145,0.0029
200,297,0.00594
220,309,0.00618
240,315,0.0063
260,353,0.00706
280,374,0.00748
300,376,0.00752
320,374,0.00748
340,343,0.00686
360,360,0.0072
380,390,0.0078
400,402,0.00804
420,362,0.00724
440,397,0.00794
460,370,0.0074
480,374,0.00748
500,409,0.00818
520,356,0.00712
540,385,0.0077
560,328,0.00656
580,389,0.00778
600,515,0.0103
630,516,0.01032
660,464,0.00928
690,448,0.00896
720,466,0.00932
750,447,0.00894
780,443,0.00886
810,429,0.00858
840,430,0.0086
870,362,0.00724
900,624,0.01248
950,590,0.0118
1000,564,0.01128
1050,522,0.01044
1100,481,0.00962
1150,458,0.00916
1200,424,0.00848
1250,478,0.00956
1310,431,0.00862
1370,443,0.00886
1430,391,0.00782
1490,361,0.00722
1550,341,0.00682
1610,337,0.00674
1680,285,0.0057
1750,275,0.0055
1820,255,0.0051
1890,252,0.00504
1970,254,0.00508
2050,227,0.00454
