Bin , nEvents , Efficiencies
150,154,0.00308
160,137,0.00274
170,139,0.00278
180,169,0.00338
190,166,0.00332
200,367,0.00734
220,399,0.00798
240,409,0.00818
260,395,0.0079
280,406,0.00812
300,416,0.00832
320,417,0.00834
340,443,0.00886
360,425,0.0085
380,449,0.00898
400,450,0.009
420,447,0.00894
440,412,0.00824
460,413,0.00826
480,439,0.00878
500,386,0.00772
520,407,0.00814
540,420,0.0084
560,389,0.00778
580,416,0.00832
600,557,0.01114
630,574,0.01148
660,557,0.01114
690,550,0.011
720,501,0.01002
750,469,0.00938
780,469,0.00938
810,468,0.00936
840,429,0.00858
870,429,0.00858
900,690,0.0138
950,584,0.01168
1000,566,0.01132
1050,489,0.00978
1100,474,0.00948
1150,466,0.00932
1200,388,0.00776
1250,408,0.00816
1310,372,0.00744
1370,318,0.00636
1430,319,0.00638
1490,275,0.0055
1550,239,0.00478
1610,262,0.00524
1680,218,0.00436
1750,201,0.00402
1820,188,0.00376
1890,174,0.00348
1970,147,0.00294
2050,145,0.0029
