Mass,LM11L,LM21L,LM31L,LM11R,LM21R,LM31R,LM12L,LM22L,LM32L,LM12R,LM22R,LM32R,LM13L,LM23L,LM33L,LM13R,LM23R,LM33R
1000,0.1977617482184,0.0137131812924,,0.197712585494,0.013774752513,,0.1977617482184,0.0095764,,0.197712585494,0.013774752513,,0.197576278383,0.0138076723873,,0.197487804308,0.013886837996,
1500,0.02411214197683,0.00115180729048,,0.02407690595884,0.00115255280116,,0.02411214197683,0.00115180729048,,0.02407690595884,0.00115255280116,,0.02410442951767,0.00115469567603,,0.02406659293422,0.00115615133792,
2000,0.004284887976818,0.000150814886697,,0.004282556360774,0.000151077592218,,0.004284887976818,9.469613E-05,,0.004282556360774,0.000151077592218,,0.004288770502944,0.000151107841568,,0.004287971635102,0.000151304124831,
2500,0.0009271340680169,2.4750822905E-05,,0.0009251607843811,2.47333775195E-05,,0.0009271340680169,2.4750822905E-05,,0.0009251607843811,2.47333775195E-05,,0.0009283665463935,2.48573322661E-05,,0.0009255046640283,2.48762611318E-05,
3000,0.00022360359305939,4.56543780301E-06,,0.00022328809734723,4.55747487757E-06,,0.00022360359305939,2.67824E-06,,0.00022328809734723,4.55747487757E-06,,0.00022251234519417,4.58386179357E-06,,0.00022196548407608,4.57312875656E-06,
4000,1.47940891915643E-05,1.796507888153E-07,,1.4746817016448E-05,1.796664432636E-07,,1.47940891915643E-05,1.796507888153E-07,,1.4746817016448E-05,1.796664432636E-07,,1.48273551731302E-05,1.79890399541E-07,,1.47782676969391E-05,1.796564121217E-07,
5000,1.02370541915341E-06,7.2077051278E-09,,1.02220321697764E-06,7.197432176353E-09,,1.02370541915341E-06,7.2077051278E-09,,1.02220321697764E-06,7.197432176353E-09,,1.02438686025415E-06,7.224473817202E-09,,1.02045792691891E-06,7.213950618727E-09,
