Bin , nEvents , Efficiencies
150,0,0
200,4,8e-05
250,5,0.0001
300,4,8e-05
350,2,4e-05
400,3,6e-05
450,6,0.00012
500,4,8e-05
550,2,4e-05
650,15,0.0003
