Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,0,0
300,2,4e-05
350,4,8e-05
400,10,0.0002
450,8,0.00016
500,28,0.00056
600,34,0.00068
700,44,0.00088
800,49,0.00098
900,47,0.00094
1000,52,0.00104
1150,114,0.00228
