150,0,0
200,0,0
250,1,2e-05
300,0,0
350,0,0
400,2,4e-05
450,4,8e-05
500,7,0.00014
600,14,0.00028
700,17,0.00034
800,21,0.00042
900,27,0.00054
1000,43,0.00086
1150,94,0.00188
