Bin , nEvents , Efficiencies
50,12,0.00024
70,1,2e-05
80,3,6e-05
90,3,6e-05
100,3,6e-05
120,8,0.00016
140,12,0.00024
160,9,0.00018
180,5,0.0001
200,4,8e-05
220,4,8e-05
240,3,6e-05
260,2,4e-05
280,5,0.0001
300,4,8e-05
320,7,0.00014
340,3,6e-05
360,5,0.0001
400,12,0.00024
500,11,0.00022
600,16,0.00032
700,7,0.00014
800,84,0.00168
