Bin , nEvents , Efficiencies
150,605,0.0242
160,520,0.0208
170,473,0.01892
180,445,0.0178
190,365,0.0146
200,638,0.02552
220,597,0.02388
240,476,0.01904
260,379,0.01516
280,317,0.01268
300,234,0.00936
320,257,0.01028
340,205,0.0082
360,146,0.00584
380,157,0.00628
400,123,0.00492
420,125,0.005
440,103,0.00412
460,88,0.00352
480,73,0.00292
500,78,0.00312
520,54,0.00216
540,69,0.00276
560,44,0.00176
580,49,0.00196
600,61,0.00244
630,36,0.00144
660,44,0.00176
690,38,0.00152
720,33,0.00132
750,32,0.00128
780,21,0.00084
810,23,0.00092
840,26,0.00104
870,23,0.00092
900,21,0.00084
950,22,0.00088
1000,15,0.0006
1050,8,0.00032
1100,12,0.00048
1150,8,0.00032
1200,7,0.00028
1250,13,0.00052
1310,6,0.00024
1370,4,0.00016
1430,1,4e-05
1490,2,8e-05
1550,2,8e-05
1610,2,8e-05
1680,2,8e-05
1750,2,8e-05
1820,2,8e-05
1890,1,4e-05
1970,2,8e-05
2050,2,8e-05
