Bin , nEvents , Efficiencies
50,6,0.00012
100,13,0.00026
150,6,0.00012
200,7,0.00014
250,3,6e-05
300,5,0.0001
350,3,6e-05
400,7,0.00014
500,4,8e-05
600,3,6e-05
