Bin , nEvents , Efficiencies
50,8,0.00016
70,18,0.00036
80,22,0.00044
90,24,0.00048
100,66,0.00132
120,73,0.00146
140,68,0.00136
160,57,0.00114
180,58,0.00116
200,32,0.00064
220,48,0.00096
240,42,0.00084
260,45,0.0009
280,31,0.00062
300,35,0.0007
320,32,0.00064
340,35,0.0007
360,46,0.00092
400,62,0.00124
500,35,0.0007
600,26,0.00052
700,23,0.00046
800,26,0.00052
