Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,1,2e-05
220,2,4e-05
240,0,0
260,1,2e-05
280,0,0
300,2,4e-05
320,3,6e-05
340,4,8e-05
360,3,6e-05
380,4,8e-05
400,3,6e-05
420,3,6e-05
440,8,0.00016
460,8,0.00016
480,11,0.00022
500,14,0.00028
520,19,0.00038
540,27,0.00054
560,26,0.00052
580,24,0.00048
600,42,0.00084
630,59,0.00118
660,52,0.00104
690,62,0.00124
720,55,0.0011
750,77,0.00154
780,63,0.00126
810,73,0.00146
840,71,0.00142
870,90,0.0018
900,135,0.0027
950,159,0.00318
1000,145,0.0029
1050,156,0.00312
1100,161,0.00322
1150,213,0.00426
1200,181,0.00362
1250,254,0.00508
1310,275,0.0055
1370,283,0.00566
1430,318,0.00636
1490,299,0.00598
1550,326,0.00652
1610,438,0.00876
1680,431,0.00862
1750,507,0.01014
1820,469,0.00938
1890,572,0.01144
1970,591,0.01182
2050,656,0.01312
