Bin , nEvents , Efficiencies
150,1,2e-05
160,1,2e-05
170,0,0
180,0,0
190,1,2e-05
200,0,0
220,1,2e-05
240,1,2e-05
260,2,4e-05
280,0,0
300,0,0
320,0,0
340,1,2e-05
360,0,0
380,1,2e-05
400,1,2e-05
420,2,4e-05
440,1,2e-05
460,0,0
480,2,4e-05
500,3,6e-05
520,4,8e-05
540,5,0.0001
560,2,4e-05
580,3,6e-05
600,5,0.0001
630,6,0.00012
660,1,2e-05
690,8,0.00016
720,8,0.00016
750,12,0.00024
780,26,0.00052
810,18,0.00036
840,25,0.0005
870,34,0.00068
900,48,0.00096
950,61,0.00122
1000,73,0.00146
1050,61,0.00122
1100,69,0.00138
1150,81,0.00162
1200,85,0.0017
1250,95,0.0019
1310,92,0.00184
1370,113,0.00226
1430,109,0.00218
1490,128,0.00256
1550,122,0.00244
1610,166,0.00332
1680,173,0.00346
1750,176,0.00352
1820,204,0.00408
1890,241,0.00482
1970,252,0.00504
2050,261,0.00522
