Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,0,0
190,1,2e-05
200,3,6e-05
220,4,8e-05
240,2,4e-05
260,3,6e-05
280,2,4e-05
300,4,8e-05
320,5,0.0001
340,7,0.00014
360,19,0.00038
380,10,0.0002
400,13,0.00026
420,28,0.00056
440,26,0.00052
460,42,0.00084
480,34,0.00068
500,54,0.00108
520,49,0.00098
540,52,0.00104
560,37,0.00074
580,44,0.00088
600,80,0.0016
630,94,0.00188
660,96,0.00192
690,86,0.00172
720,95,0.0019
750,95,0.0019
780,101,0.00202
810,118,0.00236
840,127,0.00254
870,127,0.00254
900,230,0.0046
950,218,0.00436
1000,228,0.00456
1050,229,0.00458
1100,269,0.00538
1150,327,0.00654
1200,326,0.00652
1250,380,0.0076
1310,406,0.00812
1370,429,0.00858
1430,457,0.00914
1490,516,0.01032
1550,512,0.01024
1610,596,0.01192
1680,636,0.01272
1750,634,0.01268
1820,640,0.0128
1890,746,0.01492
1970,755,0.0151
2050,802,0.01604
