Bin , nEvents , Efficiencies
50,9,0.00018
100,12,0.00024
150,3,6e-05
200,4,8e-05
250,3,6e-05
300,4,8e-05
350,6,0.00012
400,9,0.00018
500,4,8e-05
600,98,0.00196
