Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,4,8e-05
178.75,5,0.0001
193.57,3,6e-05
209.63,8,0.00016
227.02,4,8e-05
245.86,4,8e-05
266.25,13,0.00026
288.34,11,0.00022
312.26,15,0.0003
338.16,34,0.00068
366.21,63,0.00126
396.59,73,0.00146
429.49,111,0.00222
465.12,125,0.0025
503.71,152,0.00304
545.49,218,0.00436
590.74,291,0.00582
639.75,281,0.00562
692.82,343,0.00686
750.29,413,0.00826
812.54,461,0.00922
879.94,540,0.0108
952.94,581,0.01162
1032,727,0.01454
1117.6,811,0.01622
1210.3,906,0.01812
1310.7,1042,0.02084
1419.4,1285,0.0257
1537.2,1301,0.02602
1664.7,1467,0.02934
1802.8,1614,0.03228
1952.4,1682,0.03364
2114.3,1710,0.0342
2289.7,1720,0.0344
2479.7,1639,0.03278
