Bin , nEvents , Efficiencies
152.41,85,0.0017
165.05,116,0.00232
178.75,135,0.0027
193.57,178,0.00356
209.63,197,0.00394
227.02,280,0.0056
245.86,311,0.00622
266.25,381,0.00762
288.34,434,0.00868
312.26,486,0.00972
338.16,560,0.0112
366.21,622,0.01244
396.59,756,0.01512
429.49,880,0.0176
465.12,997,0.01994
503.71,1106,0.02212
545.49,1245,0.0249
590.74,1450,0.029
639.75,1571,0.03142
692.82,1693,0.03386
750.29,1841,0.03682
812.54,1965,0.0393
879.94,1987,0.03974
952.94,2114,0.04228
1032,2213,0.04426
1117.6,2163,0.04326
1210.3,2034,0.04068
1310.7,1953,0.03906
1419.4,1863,0.03726
1537.2,1596,0.03192
1664.7,1313,0.02626
1802.8,1018,0.02036
1952.4,798,0.01596
2114.3,597,0.01194
2289.7,403,0.00806
2479.7,272,0.00544
