Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,1,2e-05
178.75,1,2e-05
193.57,5,0.0001
209.63,1,2e-05
227.02,1,2e-05
245.86,2,4e-05
266.25,4,8e-05
288.34,9,0.00018
312.26,7,0.00014
338.16,24,0.00048
366.21,24,0.00048
396.59,27,0.00054
429.49,40,0.0008
465.12,63,0.00126
503.71,74,0.00148
545.49,104,0.00208
590.74,127,0.00254
639.75,134,0.00268
692.82,163,0.00326
750.29,217,0.00434
812.54,278,0.00556
879.94,303,0.00606
952.94,356,0.00712
1032,415,0.0083
1117.6,492,0.00984
1210.3,581,0.01162
1310.7,660,0.0132
1419.4,775,0.0155
1537.2,890,0.0178
1664.7,1049,0.02098
1802.8,1100,0.022
1952.4,1186,0.02372
2114.3,1296,0.02592
2289.7,1316,0.02632
2479.7,1439,0.02878
