"Bin "," nEvents "," Efficiencies"
150,28,0.00096
200,59,0.00222
250,62,0.00324
300,78,0.00295
350,71,0.00313
400,66,0.00257
450,76,0.00261
500,109,0.00467
600,96,0.00374
700,78,0.00311
800,58,0.00254
900,55,0.00213
1000,52,0.00298
1150,92,0.00388
