"Bin "," nEvents "," Efficiencies"
150,3,3.00e-05
200,1,5.00e-05
250,3,1.00e-04
300,5,1.10e-04
350,3,1.40e-04
400,2,8.00e-05
450,4,1.50e-04
500,2,1.00e-04
550,7,2.10e-04
650,33,1.03e-03
