"Bin "," nEvents "," Efficiencies"
50,2,1.00e-04
70,5,7.00e-05
80,9,1.60e-04
90,8,3.30e-04
100,15,4.10e-04
120,18,7.50e-04
140,19,8.70e-04
160,18,6.40e-04
180,15,6.20e-04
200,14,7.40e-04
220,16,7.30e-04
240,22,7.70e-04
260,13,6.10e-04
280,15,9.30e-04
300,15,6.20e-04
320,28,7.30e-04
340,15,6.40e-04
360,23,1.53e-03
400,72,2.93e-03
500,66,2.59e-03
600,60,1.89e-03
700,35,1.50e-03
800,129,5.20e-03
