"Bin "," nEvents "," Efficiencies"
50,0,1.0e-05
100,1,6.0e-05
150,1,4.0e-05
200,2,2.0e-05
250,3,3.0e-05
300,2,4.0e-05
350,6,0.0e+00
400,4,6.0e-05
500,2,1.4e-04
600,17,2.7e-04
