Bin , nEvents , Efficiencies
150,1072,0.02144
160,928,0.01856
170,778,0.01556
180,731,0.01462
190,658,0.01316
200,1172,0.02344
220,922,0.01844
240,847,0.01694
260,747,0.01494
280,626,0.01252
300,573,0.01146
320,497,0.00994
340,477,0.00954
360,388,0.00776
380,329,0.00658
400,291,0.00582
420,290,0.0058
440,250,0.005
460,227,0.00454
480,222,0.00444
500,182,0.00364
520,175,0.0035
540,149,0.00298
560,163,0.00326
580,121,0.00242
600,172,0.00344
630,162,0.00324
660,142,0.00284
690,152,0.00304
720,133,0.00266
750,98,0.00196
780,85,0.0017
810,95,0.0019
840,62,0.00124
870,70,0.0014
900,102,0.00204
950,100,0.002
1000,66,0.00132
1050,58,0.00116
1100,49,0.00098
1150,47,0.00094
1200,49,0.00098
1250,47,0.00094
1310,41,0.00082
1370,33,0.00066
1430,31,0.00062
1490,27,0.00054
1550,26,0.00052
1610,22,0.00044
1680,12,0.00024
1750,12,0.00024
1820,12,0.00024
1890,9,0.00018
1970,7,0.00014
2050,12,0.00024
