Bin , nEvents , Efficiencies
150,1025,0.0205
160,916,0.01832
170,800,0.016
180,737,0.01474
190,648,0.01296
200,1113,0.02226
220,973,0.01946
240,847,0.01694
260,695,0.0139
280,635,0.0127
300,532,0.01064
320,507,0.01014
340,431,0.00862
360,406,0.00812
380,354,0.00708
400,287,0.00574
420,261,0.00522
440,256,0.00512
460,255,0.0051
480,196,0.00392
500,184,0.00368
520,178,0.00356
540,163,0.00326
560,131,0.00262
580,125,0.0025
600,185,0.0037
630,162,0.00324
660,142,0.00284
690,119,0.00238
720,127,0.00254
750,103,0.00206
780,104,0.00208
810,80,0.0016
840,65,0.0013
870,71,0.00142
900,83,0.00166
950,91,0.00182
1000,68,0.00136
1050,55,0.0011
1100,41,0.00082
1150,47,0.00094
1200,25,0.0005
1250,44,0.00088
1310,26,0.00052
1370,28,0.00056
1430,29,0.00058
1490,17,0.00034
1550,14,0.00028
1610,9,0.00018
1680,8,0.00016
1750,11,0.00022
1820,13,0.00026
1890,9,0.00018
1970,9,0.00018
2050,9,0.00018
