Bin , nEvents , Efficiencies
152.41,82,0.00164
165.05,124,0.00248
178.75,145,0.0029
193.57,164,0.00328
209.63,221,0.00442
227.02,254,0.00508
245.86,284,0.00568
266.25,333,0.00666
288.34,386,0.00772
312.26,445,0.0089
338.16,518,0.01036
366.21,615,0.0123
396.59,706,0.01412
429.49,834,0.01668
465.12,914,0.01828
503.71,1062,0.02124
545.49,1122,0.02244
590.74,1305,0.0261
639.75,1373,0.02746
692.82,1602,0.03204
750.29,1645,0.0329
812.54,1775,0.0355
879.94,1905,0.0381
952.94,1992,0.03984
1032,2041,0.04082
1117.6,1981,0.03962
1210.3,2071,0.04142
1310.7,1927,0.03854
1419.4,1867,0.03734
1537.2,1631,0.03262
1664.7,1454,0.02908
1802.8,1210,0.0242
1952.4,1000,0.02
2114.3,788,0.01576
2289.7,525,0.0105
2479.7,386,0.00772
