Bin , nEvents , Efficiencies
152.41,18,0.00036
165.05,14,0.00028
178.75,35,0.0007
193.57,61,0.00122
209.63,66,0.00132
227.02,79,0.00158
245.86,133,0.00266
266.25,159,0.00318
288.34,200,0.004
312.26,251,0.00502
338.16,252,0.00504
366.21,313,0.00626
396.59,387,0.00774
429.49,470,0.0094
465.12,520,0.0104
503.71,591,0.01182
545.49,676,0.01352
590.74,785,0.0157
639.75,899,0.01798
692.82,1032,0.02064
750.29,1208,0.02416
812.54,1307,0.02614
879.94,1406,0.02812
952.94,1645,0.0329
1032,1745,0.0349
1117.6,1831,0.03662
1210.3,2034,0.04068
1310.7,2138,0.04276
1419.4,2147,0.04294
1537.2,2249,0.04498
1664.7,2165,0.0433
1802.8,2163,0.04326
1952.4,1903,0.03806
2114.3,1703,0.03406
2289.7,1443,0.02886
2479.7,1184,0.02368
