152.41,4,8e-05
165.05,2,4e-05
178.75,5,0.0001
193.57,4,8e-05
209.63,7,0.00014
227.02,15,0.0003
245.86,10,0.0002
266.25,22,0.00044
288.34,29,0.00058
312.26,38,0.00076
338.16,53,0.00106
366.21,96,0.00192
396.59,133,0.00266
429.49,174,0.00348
465.12,203,0.00406
503.71,239,0.00478
545.49,309,0.00618
590.74,366,0.00732
639.75,395,0.0079
692.82,451,0.00902
750.29,558,0.01116
812.54,652,0.01304
879.94,736,0.01472
952.94,930,0.0186
1032,1040,0.0208
1117.6,1135,0.0227
1210.3,1382,0.02764
1310.7,1583,0.03166
1419.4,1810,0.0362
1537.2,1769,0.03538
1664.7,2043,0.04086
1802.8,2140,0.0428
1952.4,2319,0.04638
2114.3,2301,0.04602
2289.7,2426,0.04852
2479.7,2263,0.04526
