Bin , nEvents , Efficiencies
50,7,0.00014
100,4,8e-05
150,13,0.00026
200,5,0.0001
250,7,0.00014
300,7,0.00014
350,11,0.00022
400,13,0.00026
500,18,0.00036
600,69,0.00138
