Bin , nEvents , Efficiencies
152.41,951,0.03804
165.05,977,0.03908
178.75,893,0.03572
193.57,858,0.03432
209.63,767,0.03068
227.02,737,0.02948
245.86,658,0.02632
266.25,538,0.02152
288.34,472,0.01888
312.26,454,0.01816
338.16,420,0.0168
366.21,366,0.01464
396.59,343,0.01372
429.49,265,0.0106
465.12,244,0.00976
503.71,175,0.007
545.49,155,0.0062
590.74,153,0.00612
639.75,117,0.00468
692.82,69,0.00276
750.29,73,0.00292
812.54,65,0.0026
879.94,51,0.00204
952.94,33,0.00132
1032,33,0.00132
1117.6,25,0.001
1210.3,20,0.0008
1310.7,16,0.00064
1419.4,13,0.00052
1537.2,8,0.00032
1664.7,8,0.00032
1802.8,4,0.00016
1952.4,3,0.00012
2114.3,0,0
2289.7,1,4e-05
2479.7,0,0
