Bin , nEvents , Efficiencies
152.41,1705,0.0341
165.05,1592,0.03184
178.75,1523,0.03046
193.57,1445,0.0289
209.63,1399,0.02798
227.02,1329,0.02658
245.86,1209,0.02418
266.25,1215,0.0243
288.34,1082,0.02164
312.26,972,0.01944
338.16,928,0.01856
366.21,897,0.01794
396.59,749,0.01498
429.49,717,0.01434
465.12,635,0.0127
503.71,574,0.01148
545.49,530,0.0106
590.74,470,0.0094
639.75,400,0.008
692.82,421,0.00842
750.29,343,0.00686
812.54,300,0.006
879.94,240,0.0048
952.94,198,0.00396
1032,180,0.0036
1117.6,127,0.00254
1210.3,131,0.00262
1310.7,98,0.00196
1419.4,75,0.0015
1537.2,90,0.0018
1664.7,56,0.00112
1802.8,40,0.0008
1952.4,45,0.0009
2114.3,24,0.00048
2289.7,18,0.00036
2479.7,17,0.00034
