Bin , nEvents , Efficiencies
152.41,1594,0.03188
165.05,1636,0.03272
178.75,1633,0.03266
193.57,1512,0.03024
209.63,1428,0.02856
227.02,1401,0.02802
245.86,1310,0.0262
266.25,1143,0.02286
288.34,1138,0.02276
312.26,987,0.01974
338.16,890,0.0178
366.21,805,0.0161
396.59,786,0.01572
429.49,753,0.01506
465.12,682,0.01364
503.71,596,0.01192
545.49,507,0.01014
590.74,503,0.01006
639.75,416,0.00832
692.82,367,0.00734
750.29,307,0.00614
812.54,289,0.00578
879.94,231,0.00462
952.94,223,0.00446
1032,178,0.00356
1117.6,160,0.0032
1210.3,121,0.00242
1310.7,104,0.00208
1419.4,87,0.00174
1537.2,58,0.00116
1664.7,38,0.00076
1802.8,50,0.001
1952.4,32,0.00064
2114.3,18,0.00036
2289.7,14,0.00028
2479.7,12,0.00024
